hip	spect	ext	sigma_ext
10111	G8III	-0.03	0.00
10153	M0V:	-0.14	0.02
10164	K1III	-0.11	0.01
10197	G5V:	-0.24	0.03
10208	F8V:	-0.10	0.03
10215	F5V	-0.02	0.01
10217	K0III:	-0.09	0.02
10223	K0V:	-0.25	0.03
10248	M6III:	-0.67	0.05
10258	K7V:	-0.23	0.02
10262	K1III	-0.08	0.02
10271	K1III	-0.14	0.03
10279	M3V:	-0.11	0.02
10301	K2V	-0.04	0.00
10326	K0III	-0.02	0.01
10330	K0V:	-0.32	0.03
10341	K0III	-0.08	0.01
10347	M0III	-0.07	0.01
10350	G8III	-0.01	0.00
10353	G0V:	-0.13	0.03
10363	K0V	-0.02	0.00
10382	G0V:	-0.24	0.02
10393	F8V:	-0.07	0.02
10409	F6III	-0.03	0.01
10411	K2III:	-0.17	0.04
10412	K8V:	-0.33	0.02
10417	K0III	-0.10	0.01
10418	M1III	-0.03	0.01
10422	K2III	-0.30	0.00
10431	G5III	-0.03	0.01
10440	G9III	-0.01	0.00
10446	K1III	-0.15	0.01
10457	K0III:	-0.11	0.03
10469	K2III	-0.21	0.04
10483	G0V	-0.03	0.01
10495	K0III:	-0.06	0.02
10496	G5V:	-0.10	0.03
10521	K5III:	-0.13	0.01
10522	M3/M4III	-0.13	0.04
10540	F6IV-V	-0.03	0.01
10587	G5V	-0.03	0.00
10588	G0V:	-0.13	0.01
10589	K7V:	-0.18	0.01
10616	K7V:	-0.42	0.02
10619	G8V:	-0.05	0.00
10623	K0III:	-0.08	0.01
10629	G8V	-0.07	0.01
10631	F8V:	-0.05	0.01
10648	G0V:	-0.12	0.02
10649	G3V	-0.08	0.02
10652	G5V:	-0.06	0.02
10673	K0III	-0.04	0.01
10678	G0V:	-0.19	0.03
10718	K3III	-0.12	0.01
10733	M5III	-0.36	0.02
10744	K2III	-0.12	0.03
10753	G5V:	-0.26	0.04
10755	K2III:	-0.13	0.02
10778	K5V:	-0.25	0.05
10793	A2V	-0.01	0.00
10796	G0V:	-0.13	0.03
10798	G8V	-0.02	0.00
10808	K5III:	-0.15	0.02
10832	K2III	-0.04	0.00
10837	K0III	-0.04	0.00
10843	K3III	-0.07	0.01
10876	K0:IV/V	-0.14	0.03
10882	K0III	-0.15	0.02
10888	G5V:	-0.16	0.02
10894	K0III:	-0.16	0.04
10907	K0III	-0.08	0.00
10915	G0V:	-0.11	0.02
10917	K4III	-0.22	0.04
10927	K2III	-0.09	0.01
10928	K0III	-0.10	0.02
10944	B9V:	-0.02	0.01
10963	K0III	-0.05	0.00
10970	G1V	-0.05	0.00
10973	G5V	-0.03	0.00
10980	A9V	-0.03	0.00
10989	K3V	-0.08	0.02
11001	A3V	-0.05	0.01
11005	K7V:	-0.11	0.02
11009	K0III	-0.07	0.02
11038	K2III	-0.04	0.01
11043	K0III	-0.04	0.00
11056	G1V	-0.21	0.06
11076	G0V:	-0.12	0.02
11114	G5V:	-0.28	0.03
11137	G5V:	-0.07	0.02
11143	K2III	-0.10	0.01
11154	G5V:	-0.18	0.02
11177	M4III	-0.15	0.02
11182	K7V:	-0.07	0.00
11186	K3III	-0.05	0.01
11254	G4III	-0.11	0.02
11270	K0V:	-0.14	0.03
11280	K7V:	-0.11	0.03
11293	M5III	-0.29	0.01
11298	G0V:	-0.10	0.03
11305	K1III	-0.20	0.00
11317	K8V:	-0.36	0.00
11324	G3V	-0.14	0.04
11331	F5V:	-0.12	0.02
11354	K1III	-0.08	0.01
11366	F0V:	-0.05	0.01
11377	K0III:	-0.20	0.02
11380	K0III-IV	-0.04	0.00
11387	G0V	-0.02	0.00
11389	F8V:	-0.17	0.05
11395	F0V:	-0.06	0.01
11437	K8V:	-0.11	0.02
11443	K8V:	-0.37	0.02
11455	M6/M7III:	-0.73	0.08
11457	G5V:	-0.10	0.03
11502	G6/G8III:	-0.26	0.04
11506	K7V:	-0.07	0.02
11522	F5V:	-0.12	0.00
11524	K2III	-0.09	0.00
11530	F8V	-0.07	0.02
11550	K0III:	-0.06	0.02
11558	M4V:	-0.09	0.02
11560	G5V:	-0.11	0.02
11571	M3III	-0.19	0.04
11585	G1V	-0.03	0.00
11597	K0V:	-0.13	0.02
11600	K1III	-0.06	0.01
11630	F8V:	-0.03	0.00
11648	M4/M5III	-0.16	0.05
11651	K1III	-0.03	0.01
11653	F8V:	-0.02	0.01
11666	F8V:	-0.13	0.04
11677	M4III	-0.31	0.02
11687	A7III-IV	-0.02	0.00
11693	G2V	-0.05	0.00
11738	K3III	-0.02	0.01
11760	K2III:	-0.21	0.02
11778	K1III	-0.43	0.04
11788	G6/G8V	-0.16	0.03
11817	F5V:	-0.05	0.02
11852	K4V	-0.02	0.00
11915	G5V	-0.03	0.00
11923	G5V:	-0.05	0.01
11938	K3III	-0.08	0.02
11951	K5III:	-0.13	0.02
11972	K5V:	-0.22	0.01
11973	G0/G1V	-0.06	0.02
11975	K7V:	-0.13	0.02
11976	K0III	-0.10	0.02
11983	K3V	-0.08	0.01
12016	M4III	-0.17	0.02
12024	G5III:	-0.15	0.02
12030	K0III:	-0.04	0.01
12041	G5V:	-0.05	0.00
12046	G5V:	-0.12	0.02
12058	K5III:	-0.36	0.03
12076	K5III:	-0.25	0.04
12087	K7V:	-0.20	0.01
12088	G3V	-0.10	0.03
12090	K0III:	-0.10	0.02
12092	G5V:	-0.09	0.03
12093	G8III	-0.05	0.00
12112	K2III	-0.20	0.02
12114	K3V	-0.07	0.02
12133	K0III	-0.05	0.01
12155	M0V:	-0.05	0.02
12163	M4III	-0.19	0.01
12183	K0III:	-0.07	0.02
12187	F8V:	-0.19	0.06
12196	K0III	-0.06	0.01
12205	F5III	-0.05	0.02
12264	K5III:	-0.38	0.05
12269	G8III	-0.02	0.00
12273	G8III	-0.03	0.00
12317	M4III	-0.14	0.02
12332	A7V	-0.05	0.00
12420	K7V:	-0.24	0.02
12425	G3V	-0.06	0.02
12428	K0III:	-0.10	0.02
12433	M3III	-0.13	0.02
12436	K4V	-0.04	0.00
12439	G0V:	-0.11	0.02
12478	A0V:	-0.09	0.01
12480	G0V	-0.06	0.00
12485	G2III:	-0.07	0.01
12493	M0V:	-0.21	0.01
12580	F8V:	-0.05	0.02
12588	K3III	-0.12	0.03
12594	M5III	-0.43	0.02
12607	K2III:	-0.21	0.03
12641	K3III	-0.06	0.01
12674	M4III	-0.13	0.02
12680	K8V:	-0.36	0.01
12681	K0III	-0.05	0.01
12705	M0III:	-0.02	0.01
12709	K5V:	-0.08	0.00
12718	F8V:	-0.44	0.02
12720	K0III:	-0.05	0.00
12723	K5V	-0.11	0.01
12728	G0V:	-0.07	0.02
12740	K0III:	-0.07	0.02
12745	G0V:	-0.14	0.05
12755	K5III:	-0.29	0.02
12761	K2III:	-0.07	0.02
12771	F8V:	-0.08	0.02
12773	F5V:	-0.07	0.02
12784	K2III	-0.05	0.01
12794	G0III:	-0.09	0.03
12818	F8V:	-0.06	0.02
12821	A5III	-0.01	0.00
12856	K7V:	-0.18	0.00
12868	K0V	-0.05	0.01
12872	K0III/IV	-0.16	0.02
12879	K0III	-0.07	0.01
12895	G0V	-0.06	0.00
12897	K1V	-0.06	0.02
12970	G0V:	-0.22	0.05
13012	K0III	-0.08	0.01
13013	K2III	-0.07	0.02
13031	K5III:	-0.48	0.04
13064	M5III	-0.37	0.01
13081	K1V	-0.03	0.00
13082	K0III	-0.03	0.01
13092	M6-M8III:	-0.76	0.20
13106	K0III	-0.06	0.01
13111	G4V:	-0.09	0.02
13130	M3III	-0.14	0.03
13139	K0III	-0.04	0.01
13151	M1Ib	-0.28	0.04
13157	F2V:	-0.13	0.02
13161	F8III:	-0.07	0.02
13170	K7V:	-0.17	0.02
13176	F6III-IV	-0.07	0.00
13184	K5V:	-0.09	0.02
13185	M5/M6III	-0.54	0.06
13192	G5V:	-0.04	0.01
13195	K1III	-0.07	0.02
13225	K0III	-0.13	0.00
13274	K0III	-0.02	0.00
13288	K0III	-0.12	0.01
13310	K0III	-0.13	0.01
13339	G8III	-0.03	0.00
13342	M0V:	-0.21	0.02
13361	K1III	-0.13	0.03
13366	G5V:	-0.12	0.02
13384	M5III	-0.37	0.01
13385	K2III:	-0.24	0.04
13388	K1V	-0.03	0.01
13392	K3III	-0.07	0.01
13410	K7V:	-0.24	0.01
13411	G3V	-0.01	0.00
13416	K0III	-0.05	0.01
13449	K7V:	-0.09	0.02
13451	K2III:	-0.07	0.02
13452	F8V:	-0.08	0.02
13458	K0III	-0.07	0.01
13460	K5V	-0.09	0.02
13489	B5II/III	-0.07	0.01
13492	F5V	-0.02	0.01
13495	M3III:	-0.19	0.01
13502	M7III:	-1.04	0.01
13519	K2III:	-0.10	0.03
13531	G4III	-0.05	0.00
13535	G8III	-0.05	0.01
13543	G5V:	-0.10	0.02
13554	K0III	-0.06	0.01
13568	K0III	-0.01	0.00
13572	K7V:	-0.15	0.02
13592	F8V:	-0.09	0.02
13600	K0V:	-0.11	0.02
13613	M3III	-0.11	0.02
13654	M6III	-0.47	0.05
13714	M3V:	-0.13	0.01
13745	K2III	-0.07	0.02
13754	K3V	-0.11	0.01
13756	M4III	-0.09	0.02
13796	G5V:	-0.14	0.02
13800	A0V:	-0.08	0.00
13810	F8V:	-0.17	0.04
13848	K1III	-0.31	0.00
13864	G8V:	-0.08	0.00
13865	K0/K1III	-0.17	0.04
13877	K5III:	-0.40	0.03
13884	A5III	-0.02	0.01
13887	K0III:	-0.04	0.00
13899	K0III	-0.06	0.01
13907	K1III	-0.06	0.00
13938	F8V:	-0.01	0.00
13940	K7V:	-0.06	0.02
13951	B9.5V	-0.03	0.01
13964	G5:V:	-0.12	0.02
13988	K1III	-0.11	0.01
13991	K1III	-0.06	0.01
13995	K0III	-0.11	0.02
14037	K5III:	-0.10	0.03
14063	K5III:	-0.06	0.01
14068	G0V:	-0.07	0.02
14111	G0V:	-0.15	0.04
14123	K0V:	-0.27	0.04
14131	B8III/IV	-0.04	0.00
14139	M0/M1III:	-0.18	0.04
14150	G8V	-0.04	0.01
14168	K0II-III	-0.09	0.02
14177	G3V	-0.07	0.02
14188	K5III	-0.04	0.01
14211	M0V:	-0.26	0.02
14229	M5III	-0.36	0.01
14238	M4III	-0.21	0.02
14253	G3V	-0.04	0.00
14268	F8V:	-0.06	0.02
14269	K2V:	-0.46	0.08
14284	K0III	-0.07	0.01
14286	G4V	-0.03	0.01
14293	A8V	-0.05	0.01
14302	G0V:	-0.08	0.00
14307	G1V	-0.04	0.01
14323	K1III	-0.08	0.01
14328	G8III	-0.21	0.00
14354	M3III	-0.12	0.01
14355	K0III:	-0.01	0.00
14365	K0III	-0.02	0.00
14366	K0III	-0.04	0.01
14371	M0V:	-0.09	0.02
14382	K0II-III	-0.01	0.00
14426	K0V:	-0.03	0.00
14437	G0V:	-0.16	0.04
14439	K3III	-0.20	0.01
14445	M0V	-0.04	0.01
14456	M3III	-0.07	0.01
14473	G0V:	-0.17	0.02
14506	M1V:	-1.08	0.06
14507	M2/M3III	-0.15	0.03
14509	K5III:	-0.11	0.02
14521	F2II-III	-0.04	0.01
14539	G0V:	-0.02	0.00
14547	K1III	-0.10	0.00
14549	G8/K0III	-0.25	0.05
14600	F0V:	-0.02	0.00
14605	M5III	-0.56	0.02
14606	F8V:	-0.11	0.03
14611	G5V	-0.05	0.00
14614	G8V	-0.10	0.02
14617	K0V:	-0.03	0.00
14622	K0III	-0.08	0.02
14633	M0V:	-0.08	0.02
14640	G0V:	-0.14	0.02
14651	K1III	-0.12	0.02
14657	G5V:	-0.05	0.00
14668	K0III	-0.05	0.00
14675	K0III:	-0.13	0.03
14746	F8V:	-0.12	0.03
14748	K3III	-0.01	0.00
14759	K5V:	-0.31	0.01
14765	G8III	-0.05	0.01
14779	K1III/IV	-0.08	0.02
14789	K2III	-0.21	0.03
14794	G5V:	-0.16	0.02
14835	K0III:	-0.13	0.01
14838	K2III	-0.17	0.01
14844	A7III-IV	-0.04	0.00
14870	M8III:	-0.86	0.05
14883	K1III	-0.07	0.02
14893	B9V:	-0.04	0.01
14904	K2III	-0.08	0.01
14914	K5III	-0.02	0.00
14915	K1III	-0.10	0.01
14927	M6III:	-0.12	0.02
14946	F5V:	-0.06	0.02
14961	K7III:	-0.09	0.02
14966	G8III/IV	-0.08	0.01
14970	K2III	-0.00	0.00
14987	K1III	-0.13	0.01
15008	K5III:	-0.21	0.03
15012	G6V	-0.03	0.00
15046	G5V:	-0.01	0.00
15062	G5V:	-0.06	0.02
15074	M0V:	-0.24	0.02
15076	F8V:	-0.08	0.02
15100	G5V:	-0.30	0.04
15107	G0V:	-0.28	0.07
15110	A1V	-0.02	0.01
15116	K5III:	-0.38	0.04
15118	K2III	-0.10	0.01
15120	K0III	-0.06	0.01
15126	G5V:	-0.01	0.00
15127	K0III	-0.04	0.01
15131	G3V	-0.06	0.01
15136	K0III	-0.07	0.02
15145	M7III:	-0.49	0.09
15156	K2III:	-0.10	0.03
15167	K5V:	-0.52	0.05
15186	M3III:	-0.14	0.04
15191	F4V	-0.04	0.01
15206	G5V:	-0.07	0.00
15217	K0III:	-0.16	0.01
15254	G8III	-0.15	0.02
15272	K2III	-0.10	0.01
15296	F0V:	-0.04	0.01
15308	G0V:	-0.04	0.00
15357	F3V	-0.04	0.00
15374	M0V:	-0.06	0.01
15440	K0III:	-0.08	0.02
15454	K0III:	-0.09	0.02
15460	K0V:	-0.08	0.01
15478	K0III:	-0.17	0.03
15495	K2V:	-0.08	0.02
15506	A0V:	-0.03	0.00
15510	G8V	-0.03	0.01
15517	K0III	-0.11	0.01
15523	K0III:	-0.08	0.01
15527	G3V	-0.02	0.01
15539	K0V	-0.03	0.00
15557	K3III:	-0.05	0.01
15563	K7V:	-0.14	0.02
15573	G5V:	-0.11	0.02
15590	F8V:	-0.11	0.02
15592	G2V:	-0.18	0.00
15602	K0III:	-0.07	0.01
15609	K0V:	-0.08	0.01
15643	G8III	-0.04	0.01
15648	A3V	-0.03	0.01
15655	K0III	-0.04	0.00
15658	F8V:	-0.10	0.02
15664	F3V	-0.08	0.02
15672	K0V:	-0.11	0.02
15673	K5V:	-0.16	0.02
15751	F8V:	-0.08	0.00
15757	M3III	-0.16	0.02
15759	G5V:	-0.07	0.01
15769	K0III/IV	-0.11	0.00
15775	K0III	-0.02	0.00
15792	M2III	-0.06	0.01
15861	K4III	-0.19	0.02
15870	A1V	-0.05	0.01
15871	K5III:	-0.05	0.02
15874	G6III	-0.06	0.01
15899	F8V:	-0.06	0.02
15907	K1III	-0.08	0.02
15913	K0III:	-0.15	0.02
15921	K0III	-0.08	0.02
15924	K2III	-0.10	0.02
15943	K1III	-0.04	0.01
15944	A0V:	-0.03	0.00
15954	K0V:	-0.14	0.03
15969	K0III	-0.08	0.01
16006	K2III	-0.51	0.02
16012	G8V	-0.02	0.00
16016	K2III:	-0.17	0.02
16022	G5III/IV	-0.10	0.02
16029	K0III	-0.10	0.00
16048	F0V:	-0.07	0.01
16049	K5V:	-0.40	0.00
16094	K5V	-0.18	0.02
16110	G0V	-0.04	0.00
16139	G5III:	-0.14	0.04
16142	K2III	-0.10	0.00
16146	G0V:	-0.08	0.01
16154	K0III:	-0.04	0.01
16171	K3III	-0.08	0.02
16184	G0/G1V	-0.08	0.02
16205	A0V:	-0.05	0.02
16207	G5V:	-0.13	0.02
16226	G5III:	-0.05	0.01
16245	F5IV-V	-0.03	0.00
16268	A0V:	-0.03	0.01
16274	K1III	-0.04	0.01
16286	K0V:	-0.01	0.00
16322	A0V	-0.02	0.00
16327	G8III	-0.24	0.02
16330	K2III	-0.16	0.02
16341	B9V	-0.02	0.01
16398	F5V:	-0.06	0.01
16418	K0III	-0.04	0.01
16499	F4III	-0.01	0.00
16503	M6III	-0.49	0.02
16509	K3III	-0.19	0.00
16537	K2V	-0.03	0.01
16544	G5III/IV:	-0.17	0.02
16546	F8V	-0.02	0.00
16547	K2III:	-0.38	0.02
16611	B9V	-0.04	0.01
16636	K5III:	-0.15	0.02
16645	K0III	-0.04	0.01
16646	K8V:	-0.12	0.02
16663	K7V:	-0.12	0.02
16677	A2V	-0.03	0.01
16691	G8V-VI	-0.16	0.02
16697	K0III	-0.05	0.00
16709	M0V:	-0.17	0.02
16717	K0III	-0.05	0.01
16732	G8III/IV	-0.05	0.01
16775	M5III	-0.31	0.04
16806	F8V:	-0.06	0.02
16807	M2III	-0.20	0.05
16829	K1III	-0.09	0.02
16853	G2V	-0.04	0.01
16866	K2III	-0.09	0.01
16871	G8III	-0.19	0.03
16898	K2III	-0.11	0.02
16927	G0V:	-0.05	0.02
16954	K0V:	-0.06	0.00
16973	G0V:	-0.05	0.02
16974	B9V:	-0.03	0.01
16978	G0V	-0.10	0.02
16993	G5V	-0.07	0.00
16998	G5V:	-0.02	0.00
17009	G5V:	-0.20	0.04
17015	K2V:	-0.10	0.02
17082	K0III	-0.11	0.01
17087	K0III/IV	-0.09	0.01
17167	B9III	-0.08	0.01
17169	K0III:	-0.07	0.02
17170	K2III	-0.07	0.01
17185	K7V:	-0.59	0.02
17186	K2III	-0.10	0.01
17221	G5V	-0.08	0.03
17229	K5III:	-0.25	0.03
17241	F8V:	-0.08	0.00
17258	G2/G3V	-0.07	0.02
17264	K4V	-0.06	0.01
17289	F8V:	-0.06	0.00
17314	K0/K1III	-0.14	0.04
17316	G0V:	-0.03	0.00
17320	F8V:	-0.03	0.01
17343	G0V	-0.05	0.01
17346	K5V	-0.02	0.00
17351	K2III	-0.01	0.00
17356	K0III-IV	-0.13	0.02
17364	G1V	-0.10	0.01
17371	G0III:	-0.40	0.02
17373	M4III	-0.28	0.01
17374	F8V:	-0.06	0.01
17379	M8III:	-0.75	0.07
17409	G2V	-0.05	0.01
17411	G3V	-0.09	0.03
17414	M2V:	-0.07	0.02
17442	M3III	-0.13	0.02
17481	F5V:	-0.05	0.02
17491	K2V:	-0.05	0.00
17496	K8V:	-0.14	0.00
17501	K0III	-0.07	0.01
17534	K1III	-0.15	0.00
17537	K5III:	-0.20	0.02
17560	K2III:	-0.15	0.04
17673	G0V:	-0.10	0.02
17706	K3III	-0.25	0.08
17725	K3III	-0.07	0.02
17732	G0V:	-0.11	0.01
17736	K3III	-0.33	0.06
17751	G2V	-0.06	0.02
17766	M1V:	-0.10	0.02
17794	K8V:	-0.24	0.05
17805	K3III	-0.07	0.00
17817	K7III:	-0.21	0.00
17821	M5III:	-0.35	0.02
17868	G0V	-0.07	0.02
17881	M5III	-0.57	0.01
17886	A3V	-0.03	0.00
17887	G2V	-0.05	0.02
17888	K1V	-0.03	0.01
17889	M5/M6III	-0.41	0.06
17902	K2III:	-0.06	0.00
17913	G5III:	-0.19	0.03
17929	K0III:	-0.05	0.01
17938	K2III	-0.24	0.02
17956	K7V:	-0.05	0.02
17989	F8V	-0.06	0.01
17993	M5III	-0.44	0.01
18007	F8V:	-0.02	0.01
18012	K0III:	-0.11	0.01
18048	M4III	-0.32	0.02
18058	K7V:	-0.24	0.02
18071	M0V:	-0.21	0.01
18076	K7V:	-0.08	0.01
18078	F5III	-0.05	0.00
18134	K2III	-0.15	0.05
18138	K0III:	-0.13	0.01
18154	F8V:	-0.04	0.01
18169	B9V:	-0.02	0.01
18170	F4V	-0.06	0.02
18173	K0/K1III	-0.20	0.04
18202	K0III	-0.07	0.01
18262	K0III	-0.43	0.00
18271	G3V	-0.01	0.00
18320	G5III	-0.10	0.01
18322	M0V:	-0.33	0.02
18327	K2V:	-0.02	0.00
18343	K2V	-0.06	0.02
18346	K0III:	-0.02	0.01
18358	G5V:	-0.13	0.02
18455	F1V	-0.05	0.01
18469	K0III	-0.08	0.01
18486	K7III:	-0.22	0.02
18495	K2III	-0.11	0.02
18505	B9.5V	-0.03	0.01
18523	K2III:	-0.14	0.02
18565	K1III:	-0.03	0.01
18605	M3III	-0.10	0.02
18638	K0III	-0.10	0.02
18693	K0III	-0.06	0.02
18713	G6V	-0.06	0.02
18720	K2III	-0.09	0.02
18735	F4V	-0.09	0.01
18740	F8V:	-0.07	0.02
18742	G3III:	-0.06	0.02
18749	G0V:	-0.19	0.02
18762	K1III	-0.05	0.02
18835	K2III:	-0.12	0.03
18841	G5V:	-0.09	0.01
18844	G5IV-V	-0.01	0.00
18866	K2III:	-0.20	0.02
18881	K5III:	-0.09	0.02
18892	G0V:	-0.09	0.02
18893	F8V:	-0.05	0.01
18917	K0III	-0.10	0.01
18921	F0V:	-0.04	0.01
18928	M3/M4III	-0.27	0.05
18931	M3/M4III	-0.23	0.03
18946	K5V:	-0.08	0.02
19036	K2III	-0.08	0.01
19063	K5III:	-0.29	0.02
19065	K0III:	-0.13	0.02
19076	G5V	-0.06	0.02
19116	M4III	-0.16	0.02
19117	M1V:	-0.32	0.02
19121	A3V	-0.02	0.00
19141	K0III	-0.10	0.01
19143	K5V:	-0.19	0.02
19147	F8V:	-0.06	0.02
19164	G0V:	-0.15	0.02
19165	K7V:	-0.07	0.00
19171	B9V:	-0.06	0.00
19172	K0III-IV	-0.05	0.01
19187	G0V:	-0.08	0.03
19222	K0III:	-0.05	0.01
19232	K1V	-0.02	0.00
19233	G3V	-0.01	0.00
19243	K0III:	-0.06	0.01
19253	G0V:	-0.05	0.02
19257	M0V:	-0.23	0.01
19266	G0V:	-0.18	0.02
19267	K5III:	-0.10	0.03
19294	K0III	-0.11	0.01
19302	K1III	-0.17	0.00
19310	K0III	-0.11	0.01
19334	K5V:	-0.20	0.00
19361	K2III:	-0.05	0.01
19379	M5III:	-0.25	0.05
19382	G0V:	-0.10	0.02
19388	K2III	-0.12	0.00
19410	M0V:	-0.28	0.02
19435	K0III:	-0.14	0.02
19446	K0III	-0.08	0.01
19450	F8V:	-0.08	0.03
19471	K0III	-0.10	0.02
19481	K0V:	-0.07	0.02
19490	K0III	-0.07	0.01
19492	K1III	-0.14	0.01
19496	F8V:	-0.08	0.02
19504	F6V	-0.04	0.01
19509	K2III	-0.13	0.00
19517	M5III	-0.16	0.05
19533	M3III	-0.21	0.04
19536	K0III:	-0.11	0.01
19538	G5V:	-0.19	0.03
19540	G0V:	-0.15	0.04
19544	K2III:	-0.15	0.03
19554	F4V	-0.05	0.01
19555	K2III:	-0.26	0.03
19577	K0III	-0.08	0.01
19581	K0V:	-0.12	0.03
19587	F2II-III	-0.01	0.00
19601	K0III	-0.06	0.01
19617	G0V:	-0.11	0.03
19624	M0III:	-0.19	0.06
19629	G0V	-0.07	0.02
19644	K0III:	-0.09	0.01
19655	M0V:	-0.18	0.01
19694	M4/M5III	-0.37	0.05
19717	M6III	-0.40	0.02
19730	K1III	-0.09	0.01
19733	K4III	-0.04	0.01
19757	K7V:	-0.06	0.02
19788	K3V	-0.04	0.01
19799	B9V	-0.02	0.00
19804	K0III:	-0.08	0.02
19825	G0V:	-0.05	0.02
19849	K1V	-0.03	0.00
19862	M2V:	-0.20	0.02
19879	K0III	-0.07	0.01
19893	F4III	-0.10	0.01
19907	K0III:	-0.10	0.02
19908	K7V:	-0.33	0.02
19912	K7V	-0.12	0.00
19913	K0III	-0.09	0.01
19959	M0V:	-0.18	0.02
20006	K2III:	-0.44	0.05
20028	G0V:	-0.07	0.02
20029	G0V:	-0.08	0.02
20039	K0III:	-0.08	0.01
20042	B9V	-0.04	0.00
20049	K2/K3III	-0.41	0.05
20069	K0III	-0.08	0.01
20075	M4III	-0.11	0.01
20077	G0V	-0.08	0.02
20087	F0V	-0.02	0.00
20130	G9V	-0.03	0.01
20152	G5V	-0.10	0.03
20154	F0V:	-0.08	0.02
20161	K2III	-0.13	0.00
20186	A0V:	-0.09	0.00
20211	K0III	-0.09	0.01
20213	K1III	-0.09	0.02
20219	F3V	-0.10	0.01
20222	M3V	-0.09	0.02
20241	K0III	-0.07	0.01
20243	M4III	-0.24	0.02
20248	K3III	-0.08	0.02
20261	F0V	-0.07	0.01
20264	A0V	-0.01	0.00
20266	G5III	-0.02	0.01
20283	G8III	-0.07	0.00
20319	K7V:	-0.09	0.02
20323	K0III	-0.07	0.01
20359	K8V:	-0.15	0.00
20368	G3/G5V	-0.11	0.03
20369	G0V:	-0.13	0.02
20376	M0III	-0.07	0.01
20419	K8V:	-0.14	0.01
20478	G3V	-0.02	0.01
20480	G9V	-0.01	0.00
20506	M6III	-0.56	0.02
20528	K8V:	-0.11	0.02
20542	A7V	-0.06	0.01
20635	A7IV-V	-0.08	0.00
20670	M4III	-0.20	0.02
20691	K5III:	-0.22	0.02
20696	K2III	-0.09	0.02
20704	K1III	-0.12	0.00
20713	F0V	-0.04	0.01
20740	G0V:	-0.05	0.00
20741	G8V	-0.08	0.01
20751	K5V:	-0.12	0.01
20753	G5V:	-0.04	0.01
20762	K7V:	-0.13	0.00
20763	G8III	-0.10	0.03
20781	F8V	-0.05	0.01
20786	K1III	-0.09	0.02
20809	K2III:	-0.11	0.01
20820	G8III	-0.20	0.02
20824	G5III:	-0.05	0.01
20825	K0III	-0.03	0.01
20834	K3V	-0.09	0.01
20868	K0III	-0.05	0.02
20877	K2III	-0.06	0.00
20881	K2III:	-0.20	0.02
20896	F8V:	-0.05	0.01
20930	M4/M5III	-0.27	0.05
20934	K1III	-0.05	0.00
20948	F6V	-0.02	0.00
20964	G0V	-0.09	0.02
20979	F2III	-0.04	0.00
20982	G8III	-0.07	0.00
20997	K0III	-0.03	0.00
21018	K2III:	-0.06	0.01
21025	K0III:	-0.05	0.02
21036	F0V	-0.04	0.01
21041	K5III:	-0.11	0.02
21046	M4II-III	-0.26	0.02
21053	F5V	-0.01	0.00
21054	A9V	-0.06	0.01
21080	M3/M4III	-0.14	0.04
21116	F2V:	-0.08	0.02
21124	K5III:	-0.27	0.04
21137	F4V	-0.07	0.01
21147	M0III	-0.05	0.01
21164	G0V:	-0.08	0.02
21165	G5V:	-0.05	0.01
21180	K1III	-0.08	0.02
21181	M2III	-0.10	0.02
21190	M2III	-0.08	0.03
21192	B9III	-0.06	0.01
21203	G8III:	-0.04	0.01
21209	K0III	-0.09	0.02
21212	K0III:	-0.05	0.01
21218	K1III	-0.02	0.01
21223	K4V	-0.08	0.02
21238	F0V:	-0.09	0.01
21253	K1III	-0.08	0.00
21256	K8V:	-0.08	0.01
21257	F0V:	-0.11	0.01
21258	A0V:	-0.04	0.00
21271	K1III	-0.14	0.03
21272	K0V:	-0.03	0.00
21284	K5V	-0.04	0.00
21306	K2V:	-0.31	0.02
21308	G5V:	-0.07	0.02
21333	G2V	-0.12	0.02
21338	K3III	-0.11	0.02
21348	G0V:	-0.03	0.00
21359	K3III	-0.11	0.02
21361	M0III:	-0.14	0.05
21363	K2III	-0.02	0.00
21379	G3V	-0.13	0.03
21380	K1V	-0.08	0.02
21408	G5II-III	-0.09	0.01
21412	K2III	-0.11	0.03
21431	F8IV-V	-0.09	0.01
21443	G5V:	-0.10	0.01
21452	A1V	-0.03	0.00
21464	M7III:	-0.80	0.05
21484	A0V:	-0.01	0.00
21487	F0V:	-0.04	0.01
21512	K0III:	-0.05	0.01
21521	K1III	-0.07	0.02
21534	G5V:	-0.12	0.01
21537	G5V:	-0.11	0.02
21557	K0III:	-0.07	0.01
21584	K2III:	-0.19	0.02
21589	A6V	-0.06	0.01
21605	B5Ib/II	-0.04	0.00
21617	F8V:	-0.06	0.02
21622	K3V-VI	-0.34	0.00
21632	G3V	-0.04	0.01
21688	M4III	-0.24	0.02
21718	K0III:	-0.09	0.00
21723	K5V:	-0.08	0.01
21778	G3V	-0.03	0.00
21814	G2III:	-0.08	0.01
21819	A2V	-0.03	0.01
21835	M3III:	-0.27	0.08
21843	G8III	-0.18	0.02
21911	K1III	-0.09	0.02
21912	M0V:	-0.13	0.02
21946	K8V:	-0.20	0.01
21970	G5V:	-0.19	0.04
21983	K8V:	-0.16	0.02
21988	K5III	-0.54	0.01
22018	K0III	-0.05	0.01
